OrderID,Date,Year,Quarter,Month,Region,Segment,Channel,Category,Product,SalesRep,Units,UnitPrice,Revenue,Cost,Profit
ORD-1580,2024-12-15,2024,Q4,Dec,East,Enterprise,Direct,Services,Implementation,A. Rao,40,775.9,31036.0,17781.81,13254.19
ORD-1581,2024-09-24,2024,Q3,Sep,North,Enterprise,Partner,Hardware,Server,B. Khan,9,408.23,3674.07,1687.8,1986.27
ORD-1582,2024-02-20,2024,Q1,Feb,East,Consumer,Direct,Software,Support Plan,C. Mehta,25,1433.7,35842.5,21783.15,14059.35
ORD-1583,2024-04-23,2024,Q2,Apr,West,Enterprise,Direct,Hardware,Peripheral,D. Iyer,1,611.16,611.16,313.29,297.87
ORD-1584,2024-11-23,2024,Q4,Nov,North,Consumer,Online,Software,Analytics Add-on,C. Mehta,27,1551.86,41900.22,28838.87,13061.35
ORD-1585,2024-09-27,2024,Q3,Sep,North,Enterprise,Direct,Software,Support Plan,F. Shah,20,1016.11,20322.2,10461.26,9860.94
ORD-1586,2024-04-28,2024,Q2,Apr,South,Enterprise,Online,Hardware,Workstation,F. Shah,13,502.07,6526.91,3424.21,3102.7
ORD-1587,2024-10-12,2024,Q4,Oct,West,Enterprise,Direct,Services,Implementation,B. Khan,37,811.82,30037.34,17650.43,12386.91
ORD-1588,2024-04-02,2024,Q2,Apr,West,Consumer,Partner,Hardware,Workstation,C. Mehta,22,537.53,11825.66,7215.66,4610.0
ORD-1589,2024-10-08,2024,Q4,Oct,South,SMB,Online,Services,Training,E. Nair,28,1036.55,29023.4,15876.82,13146.58
ORD-1590,2024-04-19,2024,Q2,Apr,West,Consumer,Direct,Services,Implementation,F. Shah,17,812.8,13817.6,8093.26,5724.34
ORD-1591,2024-01-18,2024,Q1,Jan,North,Enterprise,Partner,Services,Implementation,B. Khan,34,704.84,23964.56,17184.92,6779.64
ORD-1592,2024-04-19,2024,Q2,Apr,South,Consumer,Direct,Services,Consulting,A. Rao,18,1081.17,19461.06,11742.44,7718.62
ORD-1593,2024-08-23,2024,Q3,Aug,South,Enterprise,Partner,Services,Consulting,C. Mehta,17,816.2,13875.4,8667.22,5208.18
ORD-1594,2024-02-17,2024,Q1,Feb,West,Consumer,Direct,Hardware,Workstation,D. Iyer,14,558.25,7815.5,5213.52,2601.98
ORD-1595,2024-12-19,2024,Q4,Dec,West,Enterprise,Direct,Hardware,Peripheral,A. Rao,39,533.41,20802.99,9594.58,11208.41
ORD-1596,2024-06-20,2024,Q2,Jun,North,SMB,Online,Services,Training,F. Shah,8,1057.5,8460.0,4382.41,4077.59
ORD-1597,2024-07-14,2024,Q3,Jul,East,Consumer,Online,Software,Analytics Add-on,F. Shah,3,1189.91,3569.73,2211.35,1358.38
ORD-1598,2024-04-23,2024,Q2,Apr,North,Consumer,Direct,Software,BI License,D. Iyer,26,1659.15,43137.9,29154.84,13983.06
ORD-1599,2024-05-28,2024,Q2,May,North,Enterprise,Online,Services,Consulting,D. Iyer,22,679.62,14951.64,9291.43,5660.21
